TickerID,CompanyName,Market,Categoly,Unit,isNikkei225
銘柄コード,銘柄名,市場名,業種分類,単元株数,日経225採用銘柄
2429,(株)ワールドホールディングス,東証1部,サービス業,100,0
2432,(株)ディー・エヌ・エー,東証1部,サービス業,100,1
2433,(株)博報堂ＤＹホールディングス,東証1部,サービス業,100,0
2435,(株)シダー,東証JQS,サービス業,100,0
2436,共同ピーアール(株),東証JQS,サービス業,100,0
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ(株),東証JQS,サービス業,100,0
2438,(株)アスカネット,マザーズ,サービス業,100,0
2440,(株)ぐるなび,東証1部,サービス業,100,0
2445,エスアールジータカミヤ(株),東証1部,サービス業,100,0
2449,(株)プラップジャパン,東証JQS,サービス業,100,0
2453,ジャパンベストレスキューシステム(株),東証1部,サービス業,100,0
2454,(株)オールアバウト,東証JQS,サービス業,100,0
2458,(株)夢テクノロジー,東証JQS,サービス業,100,0
2459,アウンコンサルティング(株),東証2部,サービス業,100,0
2461,(株)ファンコミュニケーションズ,東証1部,サービス業,100,0
2462,ライク(株),東証1部,サービス業,100,0
2464,(株)ビジネス・ブレークスルー,東証1部,サービス業,100,0
2467,(株)バルクホールディングス,名古屋セ,サービス業,100,0
2468,(株)フュートレック,東証2部,サービス業,100,0
2469,ヒビノ(株),東証JQS,サービス業,100,0
2471,(株)エスプール,東証JQS,サービス業,100,0
2475,ＷＤＢホールディングス(株),東証1部,サービス業,100,0
2477,手間いらず(株),マザーズ,サービス業,100,0
2479,(株)ジェイテック,東証JQG,サービス業,100,0
2480,システム・ロケーション(株),東証JQS,サービス業,100,0
2481,(株)タウンニュース社,東証JQS,サービス業,100,0
2483,(株)翻訳センター,東証JQS,サービス業,100,0
2484,夢の街創造委員会(株),東証JQS,情報・通信,100,0
2485,(株)ティア,東証1部,サービス業,100,0
2487,(株)ＣＤＧ,東証1部,サービス業,100,0
2488,日本サード・パーティ(株),東証JQS,サービス業,100,0
2489,(株)アドウェイズ,マザーズ,サービス業,100,0
2491,バリューコマース(株),東証1部,サービス業,100,0
2492,(株)インフォマート,東証1部,サービス業,100,0
2493,イーサポートリンク(株),東証JQS,サービス業,100,0
2497,ユナイテッド(株),マザーズ,サービス業,100,0
2498,(株)ＡＣＫグループ,東証JQS,サービス業,100,0
2499,日本和装ホールディングス(株),東証2部,サービス業,100,0
2501,サッポロホールディングス(株),東証1部,食料品,100,1
2502,アサヒグループホールディングス(株),東証1部,食料品,100,1
2503,キリンホールディングス(株),東証1部,食料品,100,1
2531,宝ホールディングス(株),東証1部,食料品,100,1
2533,オエノンホールディングス(株),東証1部,食料品,100,0
2538,ジャパン・フード＆リカー・アライアンス(株),東証2部,食料品,100,0
2540,養命酒製造(株),東証1部,食料品,100,0
2551,マルサンアイ(株),名証2部,食料品,100,0
2573,北海道コカ・コーラボトリング(株),東証2部,食料品,1000,0
2579,コカ・コーラ　ボトラーズジャパンホールディングス(株),東証1部,食料品,100,0
2586,(株)フルッタフルッタ,マザーズ,食料品,100,0
2587,サントリー食品インターナショナル(株),東証1部,食料品,100,0
2588,(株)プレミアムウォーターホールディングス,東証2部,食料品,100,0
2590,ダイドーグループホールディングス(株),東証1部,食料品,100,0
2593,(株)伊藤園,東証1部,食料品,100,0
2594,キーコーヒー(株),東証1部,食料品,100,0
2597,(株)ユニカフェ,東証1部,食料品,100,0
2599,ジャパンフーズ(株),東証1部,食料品,100,0
2602,日清オイリオグループ(株),東証1部,食料品,100,0
2607,不二製油グループ本社(株),東証1部,食料品,100,0
2608,ボーソー油脂(株),東証2部,食料品,100,0
2612,かどや製油(株),東証1部,食料品,100,0
2613,(株)Ｊ−オイルミルズ,東証1部,食料品,100,0
2651,(株)ローソン,東証1部,小売業,100,0
2652,(株)まんだらけ,東証2部,小売業,100,0
2653,イオン九州(株),東証JQS,小売業,100,0
2654,(株)アスモ,東証2部,小売業,100,0
2655,マックスバリュ東北(株),東証2部,小売業,100,0
2656,(株)ベクター,東証JQS,小売業,100,0
2659,(株)サンエー,東証1部,小売業,100,0
2664,(株)カワチ薬品,東証1部,小売業,100,0
2666,(株)オートウェーブ,東証JQS,小売業,100,0
2667,(株)イメージ　ワン,東証JQS,卸売業,100,0
2668,タビオ(株),東証2部,卸売業,100,0
2669,カネ美食品(株),東証JQS,小売業,100,0
2670,(株)エービーシー・マート,東証1部,小売業,100,0
2673,夢みつけ隊(株),東証JQS,小売業,100,0
2674,(株)ハードオフコーポレーション,東証1部,小売業,100,0
2675,(株)ダイナック,東証2部,小売業,100,0
2676,高千穂交易(株),東証1部,卸売業,100,0
2678,アスクル(株),東証1部,小売業,100,0
2681,(株)ゲオホールディングス,東証1部,小売業,100,0
2683,(株)魚喜,東証2部,小売業,100,0
2685,(株)アダストリア,東証1部,小売業,100,0
2686,(株)ジーフット,東証1部,小売業,100,0
2687,(株)シー・ヴイ・エス・ベイエリア,東証1部,小売業,100,0
2689,(株)カワニシホールディングス,東証2部,卸売業,100,0
2692,伊藤忠食品(株),東証1部,卸売業,100,0
2693,ＹＫＴ(株),東証JQS,卸売業,100,0
2694,(株)ジー・テイスト,東証JQS,小売業,100,0
2695,(株)くらコーポレーション,東証1部,小売業,100,0
2698,(株)キャンドゥ,東証1部,小売業,100,0
2700,木徳神糧(株),東証JQS,卸売業,1000,0
2702,日本マクドナルドホールディングス(株),東証JQS,小売業,100,0
2703,日本ライトン(株),東証JQS,卸売業,100,0
2705,(株)大戸屋ホールディングス,東証JQS,小売業,100,0
2706,(株)ブロッコリー,東証JQS,その他製品,1000,0
2708,(株)久世,東証JQS,卸売業,100,0
2714,プラマテルズ(株),東証JQS,卸売業,100,0
2715,エレマテック(株),東証1部,卸売業,100,0
2719,(株)キタムラ,東証2部,小売業,100,0
2721,(株)ジェイホールディングス,東証JQS,卸売業,100,0
2722,(株)アイケイ,東証2部,小売業,100,0
2726,(株)パルグループホールディングス,東証1部,小売業,100,0
2729,(株)ＪＡＬＵＸ,東証1部,卸売業,100,0
2730,(株)エディオン,東証1部,小売業,100,0
2733,(株)あらた,東証1部,卸売業,100,0
2734,(株)サーラコーポレーション,東証1部,小売業,100,0
2735,(株)ワッツ,東証1部,小売業,100,0
2736,フェスタリアホールディングス(株),東証JQS,小売業,100,0
2737,(株)トーメンデバイス,東証1部,卸売業,100,0
2742,(株)ハローズ,東証1部,小売業,100,0
2743,ピクセルカンパニーズ(株),東証JQS,卸売業,100,0
2747,北雄ラッキー(株),東証JQS,小売業,1000,0
2749,(株)ＪＰホールディングス,東証1部,サービス業,100,0
2750,石光商事(株),東証JQS,卸売業,100,0
2751,(株)テンポスホールディングス,東証JQS,卸売業,100,0
2752,(株)フジオフードシステム,東証JQS,小売業,100,0
2753,(株)あみやき亭,東証1部,小売業,100,0
2754,(株)東葛ホールディングス,東証JQS,小売業,100,0
2760,東京エレクトロン　デバイス(株),東証1部,卸売業,100,0
2761,トシン・グループ(株),東証JQS,卸売業,100,0
2762,(株)三光マーケティングフーズ,東証2部,小売業,100,0
2763,(株)エフティグループ,東証JQS,卸売業,100,0
2764,(株)ひらまつ,東証1部,小売業,100,0
2767,フィールズ(株),東証1部,卸売業,100,0
2768,双日(株),東証1部,卸売業,100,1
2769,(株)ヴィレッジヴァンガードコーポレーション,東証JQS,小売業,100,0
2773,(株)ミューチュアル,東証JQS,機械,100,0
2776,新都ホールディングス(株),東証JQS,卸売業,100,0
2777,(株)カッシーナ・イクスシー,東証JQS,卸売業,100,0
2778,パレモ・ホールディングス(株),東証JQS,小売業,100,0
2780,(株)コメ兵,東証2部,小売業,100,0
